time="2026-09-05T08:54:47Z" level=warning msg="/home/runner/work/hms-nightly-integration/hms-nightly-integration/hms-simulation-environment/docker-compose.yaml: the attribute `version` is obsolete, it will be ignored, please remove it to avoid potential confusion"
time="2026-09-05T08:54:47Z" level=warning msg="/home/runner/work/hms-nightly-integration/hms-nightly-integration/hms-simulation-environment/docker-compose.hardware.yaml: the attribute `version` is obsolete, it will be ignored, please remove it to avoid potential confusion"
cray-reds-1  | 2026/09/05 08:24:28 Starting reds
cray-smd-1                      | 2026/09/05 08:42:56 [DEBUG] GET https://x1000c0s7b0/redfish/v1/Systems/Node1/Memory/DIMM3
cray-smd-1                      | 2026/09/05 08:42:56 [DEBUG] GET https://x1000c0s7b0/redfish/v1/Systems/Node1/Memory/DIMM13
cray-smd-1                      | 2026/09/05 08:42:56 [DEBUG] GET https://x1000c0s7b0/redfish/v1/Systems/Node0/Memory/DIMM11
cray-smd-1                      | 2026/09/05 08:42:56 [DEBUG] GET https://x1000c0s7b0/redfish/v1/Systems/Node1/Memory/DIMM9
cray-smd-1                      | 2026/09/05 08:42:56 [DEBUG] GET https://x1000c0s7b0/redfish/v1/Systems/Node1/Memory/DIMM8
cray-smd-1                      | 2026/09/05 08:42:56 [DEBUG] GET https://x1000c0s7b0/redfish/v1/Systems/Node1/Memory/DIMM3
cray-smd-1                      | 2026/09/05 08:42:56 [DEBUG] GET https://x1000c0s7b0/redfish/v1/Systems/Node0/Memory/DIMM4
cray-smd-1                      | 2026/09/05 08:42:56.933905 rfcomponents.go:1743: x1000c0s7b0/redfish/v1/Systems/Node1: No StorageCollection found.
cray-smd-1                      | 2026/09/05 08:42:56.934038 rfcomponents.go:2403: Processor xname ID ('x1000c0s7b0n0p0') and Type ('Processor') for: x1000c0s7b0/redfish/v1/Systems/Node0/Processors/CPU0 (FRUID: Processor.AdvancedMicroDevicesInc.PAN8937901017)
cray-smd-1                      | 2026/09/05 08:42:56.934070 rfcomponents.go:2403: Processor xname ID ('x1000c0s7b0n0p1') and Type ('Processor') for: x1000c0s7b0/redfish/v1/Systems/Node0/Processors/CPU1 (FRUID: Processor.AdvancedMicroDevicesInc.XVP0342853801)
cray-smd-1                      | 2026/09/05 08:42:56.934371 rfcomponents.go:2403: Processor xname ID ('x1000c0s7b0n1p0') and Type ('Processor') for: x1000c0s7b0/redfish/v1/Systems/Node1/Processors/CPU0 (FRUID: Processor.AdvancedMicroDevicesInc.GNC3354777486)
cray-smd-1                      | 2026/09/05 08:42:56.934408 rfcomponents.go:2403: Processor xname ID ('x1000c0s7b0n1p1') and Type ('Processor') for: x1000c0s7b0/redfish/v1/Systems/Node1/Processors/CPU1 (FRUID: Processor.AdvancedMicroDevicesInc.RWT9362103578)
cray-smd-1                      | 2026/09/05 08:42:56.936337 hmsds-tx-postgres.go:2243: Info: BulkInsertHWInvByFRUTx() - {%!s(*sql.driverConn=&{0xc00018cea0 {14023948450309827884 516626972774 0x163aaa0} {{} {0 0}} 0xc0000d6c08 true false false map[] true false {14023949082148121471 1105105073859 0x163aaa0} []}) %!s(driver.RowsAffected=19)}
cray-smd-1                      | 2026/09/05 08:42:56 [DEBUG] GET https://x1000c0s7b0/redfish/v1/Systems/Node1/Memory/DIMM10
cray-smd-1                      | 2026/09/05 08:42:56.938340 hmsds-tx-postgres.go:2159: Info: BulkInsertHWInvByLocTx() - {%!s(*sql.driverConn=&{0xc00018cea0 {14023948450309827884 516626972774 0x163aaa0} {{} {0 0}} 0xc0000d6c08 true false false map[] true false {14023949082148121471 1105105073859 0x163aaa0} []}) %!s(driver.RowsAffected=19)}
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s3b1n0 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s0b0 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s0b1 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s2b0n0 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s5b1n0 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s2 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s4b1n0 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s3 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s6b0 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s3b1 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s4b1 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s2b1n1 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0r3 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s5b0 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s7b1n0 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0r7 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s1b1 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s1b1n1 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s7b1 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s5b0n1 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s2b0 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s6b1 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s0b1n1 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s6b1n0 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s1 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s7b0 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s6 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s5b1 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0r1 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x3000c0s6b0n0 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="getHWStatesFromHW: x1000c0s4b1n1 needState: true" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:717"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=info msg="getHWStatesFromHW: Done processing BMC responses (29c845a917b6)" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:820"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=trace msg="Printing request body" func=github.com/Cray-HPE/hms-power-control/internal/api.PostPowerStatus file="/go/src/github.com/Cray-HPE/hms-power-control/internal/api/power-status.go:124" body="{\"xname\":[\"x1000c0\"]}"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=info msg="POST /power-status PostPowerStatus 1.220064ms" func=github.com/Cray-HPE/hms-power-control/internal/api.NewRouter.Logger.func1 file="/go/src/github.com/Cray-HPE/hms-power-control/internal/api/routers.go:64"
cray-power-control-1            | time="2026-09-05T08:33:00Z" level=debug msg="The transition fits in a single etcd entry" func="github.com/Cray-HPE/hms-power-control/internal/storage.(*ETCDStorage).truncateAndPageTransitionIfNeeded" file="/go/src/github.com/Cray-HPE/hms-power-control/internal/storage/storage_etcd_impl.go:493" TransitionID=6c747331-e978-4dc5-8e38-f6d99433ae78 maxSize=1570000 size=539
cray-power-control-1            | time="2026-09-05T08:33:01Z" level=trace msg="Printing request body" func=github.com/Cray-HPE/hms-power-control/internal/api.CreateTransition file="/go/src/github.com/Cray-HPE/hms-power-control/internal/api/transitions.go:55" body="{\"operation\":\"force-off\",\"location\":[{\"xname\":\"x1000c0s7b0n0\",\"deputyKey\":\"x1000c0s7b0n0:dk:11507814-fb21-49df-9678-4fad064f8854\"},{\"xname\":\"x1000c0s7b1n1\",\"deputyKey\":\"x1000c0s7b1n1:dk:bc693bd1-c4cd-4eea-a714-f8769984dede\"},{\"xname\":\"x1000c0s7b1n0\",\"deputyKey\":\"x1000c0s7b1n0:dk:29a3dbec-cd22-49ae-8c63-4e084f512a10\"},{\"xname\":\"x1000c0s7b0n1\",\"deputyKey\":\"x1000c0s7b0n1:dk:002cf63c-268b-4557-8c06-091bd74a204b\"},{\"xname\":\"x1000c0s7\",\"deputyKey\":\"x1000c0s7:dk:6f853719-a997-4e83-8128-04b91fdbb07b\"}]}"
cray-power-control-1            | time="2026-09-05T08:33:01Z" level=debug msg="The transition fits in a single etcd entry" func="github.com/Cray-HPE/hms-power-control/internal/storage.(*ETCDStorage).truncateAndPageTransitionIfNeeded" file="/go/src/github.com/Cray-HPE/hms-power-control/internal/storage/storage_etcd_impl.go:493" TransitionID=4ff2be97-947f-422e-867a-c74201844eec maxSize=1570000 size=873
cray-power-control-1            | time="2026-09-05T08:33:01Z" level=info msg="POST /transitions CreateTransition 770.899µs" func=github.com/Cray-HPE/hms-power-control/internal/api.NewRouter.Logger.func1 file="/go/src/github.com/Cray-HPE/hms-power-control/internal/api/routers.go:64"
cray-power-control-1            | time="2026-09-05T08:33:01Z" level=info msg="Starting Transition 4ff2be97-947f-422e-867a-c74201844eec (29c845a917b6)" func=github.com/Cray-HPE/hms-power-control/internal/domain.doTransition file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/transitions.go:291"
cray-power-control-1            | time="2026-09-05T08:33:01Z" level=info msg="Starting keep alive for Transition, 4ff2be97-947f-422e-867a-c74201844eec." func=github.com/Cray-HPE/hms-power-control/internal/domain.transitionKeepAlive file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/transitions.go:1103"
cray-power-control-1            | time="2026-09-05T08:33:01Z" level=debug msg="The transition fits in a single etcd entry" func="github.com/Cray-HPE/hms-power-control/internal/storage.(*ETCDStorage).truncateAndPageTransitionIfNeeded" file="/go/src/github.com/Cray-HPE/hms-power-control/internal/storage/storage_etcd_impl.go:493" TransitionID=4ff2be97-947f-422e-867a-c74201844eec maxSize=1570000 size=1074
cray-power-control-1            | 2026/09/05 08:33:01 [DEBUG] POST http://cray-smd:27779/hsm/v2/State/Components/Query
cray-power-control-1            | 2026/09/05 08:33:01 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/ComponentEndpoints?id=x1000c0s7b0n1&id=x1000c0s7b0n0&id=x1000c0s7&id=x1000c0s7b1n1&id=x1000c0s7b1n0
cray-power-control-1            | 2026/09/05 08:33:01 [DEBUG] GET http://cray-smd:27779/hsm/v2/sysinfo/powermaps
cray-power-control-1            | time="2026-09-05T08:33:01Z" level=debug msg="The transition fits in a single etcd entry" func="github.com/Cray-HPE/hms-power-control/internal/storage.(*ETCDStorage).truncateAndPageTransitionIfNeeded" file="/go/src/github.com/Cray-HPE/hms-power-control/internal/storage/storage_etcd_impl.go:493" TransitionID=4ff2be97-947f-422e-867a-c74201844eec maxSize=1570000 size=1075
cray-power-control-1            | time="2026-09-05T08:33:01Z" level=debug msg="The transition fits in a single etcd entry" func="github.com/Cray-HPE/hms-power-control/internal/storage.(*ETCDStorage).truncateAndPageTransitionIfNeeded" file="/go/src/github.com/Cray-HPE/hms-power-control/internal/storage/storage_etcd_impl.go:493" TransitionID=4ff2be97-947f-422e-867a-c74201844eec maxSize=1570000 size=1638
cray-power-control-1            | time="2026-09-05T08:33:01Z" level=trace msg=delete/pcs/transitiontask/4ff2be97-947f-422e-867a-c74201844eec/63d636d3-f7be-4b98-a5ff-e119f1b7df99 func="github.com/Cray-HPE/hms-power-control/internal/storage.(*ETCDStorage).kvDelete" file="/go/src/github.com/Cray-HPE/hms-power-control/internal/storage/storage_etcd_impl.go:142"
cray-power-control-1            | time="2026-09-05T08:33:01Z" level=trace msg=delete/pcs/transitiontask/4ff2be97-947f-422e-867a-c74201844eec/6d2b0ed2-b202-4e77-98a3-3885f7bff8a0 func="github.com/Cray-HPE/hms-power-control/internal/storage.(*ETCDStorage).kvDelete" file="/go/src/github.com/Cray-HPE/hms-power-control/internal/storage/storage_etcd_impl.go:142"
cray-power-control-1            | time="2026-09-05T08:33:01Z" level=trace msg=delete/pcs/transitiontask/4ff2be97-947f-422e-867a-c74201844eec/a0351dde-ec9a-44ff-a4bf-eaa193409425 func="github.com/Cray-HPE/hms-power-control/internal/storage.(*ETCDStorage).kvDelete" file="/go/src/github.com/Cray-HPE/hms-power-control/internal/storage/storage_etcd_impl.go:142"
cray-power-control-1            | time="2026-09-05T08:33:01Z" level=trace msg=delete/pcs/transitiontask/4ff2be97-947f-422e-867a-c74201844eec/b40ade86-c6d6-4bfa-b57e-42c97ff943fb func="github.com/Cray-HPE/hms-power-control/internal/storage.(*ETCDStorage).kvDelete" file="/go/src/github.com/Cray-HPE/hms-power-control/internal/storage/storage_etcd_impl.go:142"
cray-power-control-1            | time="2026-09-05T08:33:01Z" level=trace msg=delete/pcs/transitiontask/4ff2be97-947f-422e-867a-c74201844eec/c1d23949-c57e-4ed3-be45-180656dac8d9 func="github.com/Cray-HPE/hms-power-control/internal/storage.(*ETCDStorage).kvDelete" file="/go/src/github.com/Cray-HPE/hms-power-control/internal/storage/storage_etcd_impl.go:142"
cray-power-control-1            | time="2026-09-05T08:33:01Z" level=info msg="Transition 4ff2be97-947f-422e-867a-c74201844eec Completed (29c845a917b6)" func=github.com/Cray-HPE/hms-power-control/internal/domain.doTransition file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/transitions.go:1014"
cray-power-control-1            | time="2026-09-05T08:33:03Z" level=debug msg="Attempting to parse UUID" func=github.com/Cray-HPE/hms-power-control/internal/api.GetUUIDFromVars file="/go/src/github.com/Cray-HPE/hms-power-control/internal/api/api_helpers.go:79" key=4ff2be97-947f-422e-867a-c74201844eec
cray-power-control-1            | time="2026-09-05T08:33:03Z" level=info msg="GET /transitions/4ff2be97-947f-422e-867a-c74201844eec GetTransitionID 1.036918ms" func=github.com/Cray-HPE/hms-power-control/internal/api.NewRouter.Logger.func1 file="/go/src/github.com/Cray-HPE/hms-power-control/internal/api/routers.go:64"
cray-power-control-1            | time="2026-09-05T08:33:03Z" level=trace msg="Printing request body" func=github.com/Cray-HPE/hms-power-control/internal/api.PostPowerStatus file="/go/src/github.com/Cray-HPE/hms-power-control/internal/api/power-status.go:124" body="{\"xname\":[\"x1000c0s7\"]}"
cray-power-control-1            | time="2026-09-05T08:33:03Z" level=info msg="POST /power-status PostPowerStatus 2.276065ms" func=github.com/Cray-HPE/hms-power-control/internal/api.NewRouter.Logger.func1 file="/go/src/github.com/Cray-HPE/hms-power-control/internal/api/routers.go:64"
cray-power-control-1            | time="2026-09-05T08:33:04Z" level=trace msg="Printing request body" func=github.com/Cray-HPE/hms-power-control/internal/api.CreateTransition file="/go/src/github.com/Cray-HPE/hms-power-control/internal/api/transitions.go:55" body="{\"operation\":\"on\",\"location\":[{\"xname\":\"x1000c0s7\",\"deputyKey\":\"x1000c0s7:dk:d0d7452f-9245-40a3-82df-47333782bd62\"}]}"
cray-power-control-1            | time="2026-09-05T08:33:04Z" level=debug msg="The transition fits in a single etcd entry" func="github.com/Cray-HPE/hms-power-control/internal/storage.(*ETCDStorage).truncateAndPageTransitionIfNeeded" file="/go/src/github.com/Cray-HPE/hms-power-control/internal/storage/storage_etcd_impl.go:493" TransitionID=c98a7eed-7949-4ec8-9439-4f5388298b15 maxSize=1570000 size=497
cray-power-control-1            | time="2026-09-05T08:33:04Z" level=info msg="POST /transitions CreateTransition 861.329µs" func=github.com/Cray-HPE/hms-power-control/internal/api.NewRouter.Logger.func1 file="/go/src/github.com/Cray-HPE/hms-power-control/internal/api/routers.go:64"
cray-power-control-1            | time="2026-09-05T08:33:04Z" level=info msg="Starting Transition c98a7eed-7949-4ec8-9439-4f5388298b15 (29c845a917b6)" func=github.com/Cray-HPE/hms-power-control/internal/domain.doTransition file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/transitions.go:291"
cray-power-control-1            | time="2026-09-05T08:33:04Z" level=info msg="Starting keep alive for Transition, c98a7eed-7949-4ec8-9439-4f5388298b15." func=github.com/Cray-HPE/hms-power-control/internal/domain.transitionKeepAlive file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/transitions.go:1103"
cray-power-control-1            | time="2026-09-05T08:33:04Z" level=debug msg="The transition fits in a single etcd entry" func="github.com/Cray-HPE/hms-power-control/internal/storage.(*ETCDStorage).truncateAndPageTransitionIfNeeded" file="/go/src/github.com/Cray-HPE/hms-power-control/internal/storage/storage_etcd_impl.go:493" TransitionID=c98a7eed-7949-4ec8-9439-4f5388298b15 maxSize=1570000 size=543
cray-power-control-1            | 2026/09/05 08:33:04 [DEBUG] POST http://cray-smd:27779/hsm/v2/State/Components/Query
cray-power-control-1            | 2026/09/05 08:33:04 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/ComponentEndpoints?id=x1000c0s7
cray-power-control-1            | 2026/09/05 08:33:04 [DEBUG] GET http://cray-smd:27779/hsm/v2/sysinfo/powermaps
cray-power-control-1            | time="2026-09-05T08:33:04Z" level=debug msg="The transition fits in a single etcd entry" func="github.com/Cray-HPE/hms-power-control/internal/storage.(*ETCDStorage).truncateAndPageTransitionIfNeeded" file="/go/src/github.com/Cray-HPE/hms-power-control/internal/storage/storage_etcd_impl.go:493" TransitionID=c98a7eed-7949-4ec8-9439-4f5388298b15 maxSize=1570000 size=543
cray-power-control-1            | time="2026-09-05T08:33:04Z" level=info msg="doTransition: Initiating 1/1 transition requests to BMCs (timeout 40s) (29c845a917b6)" func=github.com/Cray-HPE/hms-power-control/internal/domain.doTransition file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/transitions.go:808"
cray-power-control-1            | time="2026-09-05T08:33:04Z" level=trace msg="Launch() completed" func="github.com/Cray-HPE/hms-power-control/vendor/github.com/Cray-HPE/hms-trs-app-api/v3/pkg/trs_http_api.(*TRSHTTPLocal).Launch" file="/go/src/github.com/Cray-HPE/hms-power-control/vendor/github.com/Cray-HPE/hms-trs-app-api/v3/pkg/trs_http_api/trshttp_local.go:711"
cray-power-control-1            | time="2026-09-05T08:33:04Z" level=trace msg="Using INSECURE client to send request" func=github.com/Cray-HPE/hms-power-control/vendor/github.com/Cray-HPE/hms-trs-app-api/v3/pkg/trs_http_api.ExecuteTask file="/go/src/github.com/Cray-HPE/hms-power-control/vendor/github.com/Cray-HPE/hms-trs-app-api/v3/pkg/trs_http_api/trshttp_local.go:613"
cray-power-control-1            | time="2026-09-05T08:33:04Z" level=trace msg="Response: 200" func=github.com/Cray-HPE/hms-power-control/vendor/github.com/Cray-HPE/hms-trs-app-api/v3/pkg/trs_http_api.ExecuteTask file="/go/src/github.com/Cray-HPE/hms-power-control/vendor/github.com/Cray-HPE/hms-trs-app-api/v3/pkg/trs_http_api/trshttp_local.go:636"
cray-power-control-1            | time="2026-09-05T08:33:04Z" level=trace msg="Close() completed" func="github.com/Cray-HPE/hms-power-control/vendor/github.com/Cray-HPE/hms-trs-app-api/v3/pkg/trs_http_api.(*TRSHTTPLocal).Close" file="/go/src/github.com/Cray-HPE/hms-power-control/vendor/github.com/Cray-HPE/hms-trs-app-api/v3/pkg/trs_http_api/trshttp_local.go:806"
cray-power-control-1            | time="2026-09-05T08:33:04Z" level=info msg="doTransition: Done processing BMC responses (29c845a917b6)" func=github.com/Cray-HPE/hms-power-control/internal/domain.doTransition file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/transitions.go:884"
cray-power-control-1            | time="2026-09-05T08:33:06Z" level=debug msg="Attempting to parse UUID" func=github.com/Cray-HPE/hms-power-control/internal/api.GetUUIDFromVars file="/go/src/github.com/Cray-HPE/hms-power-control/internal/api/api_helpers.go:79" key=c98a7eed-7949-4ec8-9439-4f5388298b15
cray-power-control-1            | time="2026-09-05T08:33:06Z" level=info msg="GET /transitions/c98a7eed-7949-4ec8-9439-4f5388298b15 GetTransitionID 1.461226ms" func=github.com/Cray-HPE/hms-power-control/internal/api.NewRouter.Logger.func1 file="/go/src/github.com/Cray-HPE/hms-power-control/internal/api/routers.go:64"
cray-power-control-1            | time="2026-09-05T08:33:06Z" level=trace msg="Printing request body" func=github.com/Cray-HPE/hms-power-control/internal/api.PostPowerStatus file="/go/src/github.com/Cray-HPE/hms-power-control/internal/api/power-status.go:124" body="{\"xname\":[\"x1000c0s7\"]}"
cray-power-control-1            | time="2026-09-05T08:33:06Z" level=info msg="POST /power-status PostPowerStatus 1.258902ms" func=github.com/Cray-HPE/hms-power-control/internal/api.NewRouter.Logger.func1 file="/go/src/github.com/Cray-HPE/hms-power-control/internal/api/routers.go:64"
cray-power-control-1            | time="2026-09-05T08:33:07Z" level=trace msg="Printing request body" func=github.com/Cray-HPE/hms-power-control/internal/api.PostPowerStatus file="/go/src/github.com/Cray-HPE/hms-power-control/internal/api/power-status.go:124" body="{\"xname\":[\"x1000c0s7\"]}"
cray-power-control-1            | time="2026-09-05T08:33:07Z" level=info msg="POST /power-status PostPowerStatus 1.400961ms" func=github.com/Cray-HPE/hms-power-control/internal/api.NewRouter.Logger.func1 file="/go/src/github.com/Cray-HPE/hms-power-control/internal/api/routers.go:64"
cray-power-control-1            | time="2026-09-05T08:33:07Z" level=debug msg="The transition fits in a single etcd entry" func="github.com/Cray-HPE/hms-power-control/internal/storage.(*ETCDStorage).truncateAndPageTransitionIfNeeded" file="/go/src/github.com/Cray-HPE/hms-power-control/internal/storage/storage_etcd_impl.go:493" TransitionID=ac730674-88ce-44dc-b358-b112a0d0b2fd maxSize=1570000 size=6295
cray-power-control-1            | time="2026-09-05T08:33:07Z" level=debug msg="The transition fits in a single etcd entry" func="github.com/Cray-HPE/hms-power-control/internal/storage.(*ETCDStorage).truncateAndPageTransitionIfNeeded" file="/go/src/github.com/Cray-HPE/hms-power-control/internal/storage/storage_etcd_impl.go:493" TransitionID=ac730674-88ce-44dc-b358-b112a0d0b2fd maxSize=1570000 size=11282
