time="2026-09-16T08:58:04Z" level=warning msg="/home/runner/work/hms-nightly-integration/hms-nightly-integration/hms-simulation-environment/docker-compose.yaml: the attribute `version` is obsolete, it will be ignored, please remove it to avoid potential confusion"
time="2026-09-16T08:58:04Z" level=warning msg="/home/runner/work/hms-nightly-integration/hms-nightly-integration/hms-simulation-environment/docker-compose.hardware.yaml: the attribute `version` is obsolete, it will be ignored, please remove it to avoid potential confusion"
cray-reds-vault-loader-1  | Connecting to Vault...
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="updateComponentMap(): Component type not handled: NodeEnclosure" func=github.com/Cray-HPE/hms-power-control/internal/domain.updateComponentMap file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:352"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="updateComponentMap(): Component type not handled: NodeEnclosure" func=github.com/Cray-HPE/hms-power-control/internal/domain.updateComponentMap file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:352"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="updateComponentMap(): Component type not handled: NodeEnclosure" func=github.com/Cray-HPE/hms-power-control/internal/domain.updateComponentMap file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:352"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="updateComponentMap(): Component type not handled: NodeEnclosure" func=github.com/Cray-HPE/hms-power-control/internal/domain.updateComponentMap file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:352"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="updateComponentMap(): Component type not handled: NodeEnclosure" func=github.com/Cray-HPE/hms-power-control/internal/domain.updateComponentMap file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:352"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="updateComponentMap(): Component type not handled: NodeEnclosure" func=github.com/Cray-HPE/hms-power-control/internal/domain.updateComponentMap file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:352"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="updateComponentMap(): Component type not handled: NodeEnclosure" func=github.com/Cray-HPE/hms-power-control/internal/domain.updateComponentMap file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:352"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="updateComponentMap(): Component type not handled: NodeEnclosure" func=github.com/Cray-HPE/hms-power-control/internal/domain.updateComponentMap file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:352"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="updateComponentMap(): Component type not handled: NodeEnclosure" func=github.com/Cray-HPE/hms-power-control/internal/domain.updateComponentMap file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:352"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Waiting for 66/66 tasks." func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:514"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 1 complete, xname: x1000c0s1b0, FQDN: x1000c0s1b0, URL: '/redfish/v1/Managers/BMC', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s1b0,x1000c0s1b0,/redfish/v1/Managers/BMC, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 2 complete, xname: x1000c0s6b1, FQDN: x1000c0s6b1, URL: '/redfish/v1/Managers/BMC', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s6b1,x1000c0s6b1,/redfish/v1/Managers/BMC, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 3 complete, xname: x1000c0s5b1n1, FQDN: x1000c0s5b1, URL: '/redfish/v1/Systems/Node1', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s5b1n1,x1000c0s5b1,/redfish/v1/Systems/Node1, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 4 complete, xname: x1000c0s1b1, FQDN: x1000c0s1b1, URL: '/redfish/v1/Managers/BMC', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-bss-1                      | 2026/09/16 08:57:55 DEBUG: Unmarshal {"path":"s3://boot-images/00000000-0000-0000-0000-000000000000/initrd"}: {s3://boot-images/00000000-0000-0000-0000-000000000000/initrd }
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s1b1,x1000c0s1b1,/redfish/v1/Managers/BMC, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-bss-1                      | 2026/09/16 08:57:55 DEBUG: imageLookup() -> (/initrd/5b663c34ee058c34, {s3://boot-images/00000000-0000-0000-0000-000000000000/initrd })
cray-smd-1                      | 2026/09/16 08:31:32.926984 logger.go:41: GET /hsm/v2/Inventory/ServiceEndpoints?service=UpdateService doServiceEndpointsGetAllV2 1.348144ms
cray-bss-1                      | 2026/09/16 08:57:55 DEBUG: storeData(/params/x1000c0s6b1n0, {console=tty0 /kernel/75692e4be205f59d /initrd/5b663c34ee058c34 {map[] map[] {      }} 5c9a7d35-ced0-4a1d-87f5-100e38242904})
cray-hms-hmcollector-poll-1     | 2026/09/16 08:47:15 [DEBUG] GET https://x1000c0s3b1/redfish/v1/Registries/iLO
cray-bss-1                      | 2026/09/16 08:57:55 DEBUG: kvstore.Store(/params/x1000c0s6b1n0, {"params":"console=tty0","kernel":"/kernel/75692e4be205f59d","initrd":"/initrd/5b663c34ee058c34","cloud-init":{"meta-data":null,"user-data":null,"phone-home":{"pub_key_dsa":"","pub_key_rsa":"","pub_key_ecdsa":"","instance_id":"","hostname":"","fqdn":""}},"ReferralToken":"5c9a7d35-ced0-4a1d-87f5-100e38242904"}) -> <nil>
cray-capmc-1                    | 2026/09/16 08:39:13 capmcd.go:170: Info: <-- 172.18.0.40:48316 HTTP POST /capmc/v1/get_xname_status
cray-capmc-1                    | 2026/09/16 08:39:13 xnamectl.go:387: Info: Xname power command: status, filter: show_all (implied), xnames: [x1000c0s7b1n1]
cray-capmc-1                    | 2026/09/16 08:39:13 [DEBUG] GET http://cray-smd:27779/hsm/v2/State/Components?id=x1000c0s7b1n1&type=CabinetPDUPowerConnector&type=CabinetPDUOutlet&type=Chassis&type=RouterModule&type=HSNBoard&type=ComputeModule&type=Node
cray-capmc-1                    | 2026/09/16 08:39:13 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/ComponentEndpoints?id=x1000c0s7b1n1&type=CabinetPDUPowerConnector&type=CabinetPDUOutlet&type=Chassis&type=RouterModule&type=HSNBoard&type=ComputeModule&type=Node
cray-capmc-1                    | 2026/09/16 08:39:13 [DEBUG] GET http://cray-power-control:28007/power-status?xname=x1000c0s7b1n1
cray-capmc-1                    | 2026/09/16 08:39:13 capmcd.go:195: Info: --> 172.18.0.40:48316 HTTP 200 OK POST /capmc/v1/get_xname_status (4.982926ms)
cray-capmc-1                    | 2026/09/16 08:39:14 capmcd.go:170: Info: <-- 172.18.0.40:48316 HTTP POST /capmc/v1/get_xname_status
cray-capmc-1                    | 2026/09/16 08:39:14 xnamectl.go:387: Info: Xname power command: status, filter: show_all (implied), xnames: [x1000c0s7b1n1]
cray-capmc-1                    | 2026/09/16 08:39:14 [DEBUG] GET http://cray-smd:27779/hsm/v2/State/Components?id=x1000c0s7b1n1&type=CabinetPDUPowerConnector&type=CabinetPDUOutlet&type=Chassis&type=RouterModule&type=HSNBoard&type=ComputeModule&type=Node
cray-capmc-1                    | 2026/09/16 08:39:14 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/ComponentEndpoints?id=x1000c0s7b1n1&type=CabinetPDUPowerConnector&type=CabinetPDUOutlet&type=Chassis&type=RouterModule&type=HSNBoard&type=ComputeModule&type=Node
cray-capmc-1                    | 2026/09/16 08:39:14 [DEBUG] GET http://cray-power-control:28007/power-status?xname=x1000c0s7b1n1
cray-capmc-1                    | 2026/09/16 08:39:14 capmcd.go:195: Info: --> 172.18.0.40:48316 HTTP 200 OK POST /capmc/v1/get_xname_status (5.035175ms)
cray-capmc-1                    | 2026/09/16 08:39:15 capmcd.go:170: Info: <-- 172.18.0.40:48316 HTTP POST /capmc/v1/get_xname_status
cray-capmc-1                    | 2026/09/16 08:39:15 xnamectl.go:387: Info: Xname power command: status, filter: show_all (implied), xnames: [x1000c0s7b1n1]
cray-capmc-1                    | 2026/09/16 08:39:15 [DEBUG] GET http://cray-smd:27779/hsm/v2/State/Components?id=x1000c0s7b1n1&type=CabinetPDUPowerConnector&type=CabinetPDUOutlet&type=Chassis&type=RouterModule&type=HSNBoard&type=ComputeModule&type=Node
cray-capmc-1                    | 2026/09/16 08:39:15 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/ComponentEndpoints?id=x1000c0s7b1n1&type=CabinetPDUPowerConnector&type=CabinetPDUOutlet&type=Chassis&type=RouterModule&type=HSNBoard&type=ComputeModule&type=Node
cray-capmc-1                    | 2026/09/16 08:39:15 [DEBUG] GET http://cray-power-control:28007/power-status?xname=x1000c0s7b1n1
cray-capmc-1                    | 2026/09/16 08:39:15 capmcd.go:195: Info: --> 172.18.0.40:48316 HTTP 200 OK POST /capmc/v1/get_xname_status (5.359289ms)
cray-capmc-1                    | 2026/09/16 08:39:16 capmcd.go:170: Info: <-- 172.18.0.40:48316 HTTP POST /capmc/v1/get_xname_status
cray-capmc-1                    | 2026/09/16 08:39:16 xnamectl.go:387: Info: Xname power command: status, filter: show_all (implied), xnames: [x1000c0s7b1n1]
cray-capmc-1                    | 2026/09/16 08:39:16 [DEBUG] GET http://cray-smd:27779/hsm/v2/State/Components?id=x1000c0s7b1n1&type=CabinetPDUPowerConnector&type=CabinetPDUOutlet&type=Chassis&type=RouterModule&type=HSNBoard&type=ComputeModule&type=Node
cray-capmc-1                    | 2026/09/16 08:39:16 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/ComponentEndpoints?id=x1000c0s7b1n1&type=CabinetPDUPowerConnector&type=CabinetPDUOutlet&type=Chassis&type=RouterModule&type=HSNBoard&type=ComputeModule&type=Node
cray-capmc-1                    | 2026/09/16 08:39:16 [DEBUG] GET http://cray-power-control:28007/power-status?xname=x1000c0s7b1n1
cray-capmc-1                    | 2026/09/16 08:39:16 capmcd.go:195: Info: --> 172.18.0.40:48316 HTTP 200 OK POST /capmc/v1/get_xname_status (4.959921ms)
cray-capmc-1                    | 2026/09/16 08:39:17 capmcd.go:170: Info: <-- 172.18.0.40:48316 HTTP POST /capmc/v1/get_xname_status
cray-capmc-1                    | 2026/09/16 08:39:17 xnamectl.go:387: Info: Xname power command: status, filter: show_all (implied), xnames: [x1000c0s7b1n1]
cray-capmc-1                    | 2026/09/16 08:39:17 [DEBUG] GET http://cray-smd:27779/hsm/v2/State/Components?id=x1000c0s7b1n1&type=CabinetPDUPowerConnector&type=CabinetPDUOutlet&type=Chassis&type=RouterModule&type=HSNBoard&type=ComputeModule&type=Node
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 5 complete, xname: x1000c0s0b0n0, FQDN: x1000c0s0b0, URL: '/redfish/v1/Systems/Node0', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s0b0n0,x1000c0s0b0,/redfish/v1/Systems/Node0, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 6 complete, xname: x1000c0s0b1n0, FQDN: x1000c0s0b1, URL: '/redfish/v1/Systems/Node0', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s0b1n0,x1000c0s0b1,/redfish/v1/Systems/Node0, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 7 complete, xname: x1000c0s0, FQDN: x1000c0b0, URL: '/redfish/v1/Chassis/Blade0', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s0,x1000c0b0,/redfish/v1/Chassis/Blade0, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 8 complete, xname: x1000c0s4b1, FQDN: x1000c0s4b1, URL: '/redfish/v1/Managers/BMC', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s4b1,x1000c0s4b1,/redfish/v1/Managers/BMC, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 9 complete, xname: x1000c0s2b0n1, FQDN: x1000c0s2b0, URL: '/redfish/v1/Systems/Node1', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s2b0n1,x1000c0s2b0,/redfish/v1/Systems/Node1, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 10 complete, xname: x3000c0s5b0, FQDN: x3000c0s5b0, URL: '/redfish/v1/Managers/1', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x3000c0s5b0,x3000c0s5b0,/redfish/v1/Managers/1, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 11 complete, xname: x1000c0s0b0, FQDN: x1000c0s0b0, URL: '/redfish/v1/Managers/BMC', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s0b0,x1000c0s0b0,/redfish/v1/Managers/BMC, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 12 complete, xname: x1000c0s7b0, FQDN: x1000c0s7b0, URL: '/redfish/v1/Managers/BMC', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s7b0,x1000c0s7b0,/redfish/v1/Managers/BMC, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 13 complete, xname: x1000c0s2b1n1, FQDN: x1000c0s2b1, URL: '/redfish/v1/Systems/Node1', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s2b1n1,x1000c0s2b1,/redfish/v1/Systems/Node1, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 14 complete, xname: x1000c0s4b0, FQDN: x1000c0s4b0, URL: '/redfish/v1/Managers/BMC', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s4b0,x1000c0s4b0,/redfish/v1/Managers/BMC, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 15 complete, xname: x1000c0s6b1n0, FQDN: x1000c0s6b1, URL: '/redfish/v1/Systems/Node0', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s6b1n0,x1000c0s6b1,/redfish/v1/Systems/Node0, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 16 complete, xname: x1000c0s7b0n0, FQDN: x1000c0s7b0, URL: '/redfish/v1/Systems/Node0', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s7b0n0,x1000c0s7b0,/redfish/v1/Systems/Node0, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 17 complete, xname: x1000c0s5b0, FQDN: x1000c0s5b0, URL: '/redfish/v1/Managers/BMC', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s5b0,x1000c0s5b0,/redfish/v1/Managers/BMC, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 18 complete, xname: x1000c0s3b1n0, FQDN: x1000c0s3b1, URL: '/redfish/v1/Systems/Node0', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s3b1n0,x1000c0s3b1,/redfish/v1/Systems/Node0, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 19 complete, xname: x1000c0s5b0n0, FQDN: x1000c0s5b0, URL: '/redfish/v1/Systems/Node0', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s5b0n0,x1000c0s5b0,/redfish/v1/Systems/Node0, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 20 complete, xname: x3000c0s6b0, FQDN: x3000c0s6b0, URL: '/redfish/v1/Managers/1', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-capmc-1                    | 2026/09/16 08:39:17 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/ComponentEndpoints?id=x1000c0s7b1n1&type=CabinetPDUPowerConnector&type=CabinetPDUOutlet&type=Chassis&type=RouterModule&type=HSNBoard&type=ComputeModule&type=Node
cray-bss-1                      | 2026/09/16 08:57:55 DEBUG: Store referralToken: 5c9a7d35-ced0-4a1d-87f5-100e38242904
cray-capmc-1                    | 2026/09/16 08:39:17 [DEBUG] GET http://cray-power-control:28007/power-status?xname=x1000c0s7b1n1
cray-smd-1                      | 2026/09/16 08:31:32.970317 hmsds-tx-postgres.go:3587: Info: GetServiceEndpointByIDTx([x3000c0s5b0 UpdateService]) returned 1 EPs.
cray-bss-1                      | 2026/09/16 08:57:55 /bootparameters PUT: {
cray-smd-1                      | 2026/09/16 08:31:32.970642 logger.go:41: GET /hsm/v2/Inventory/ServiceEndpoints/UpdateService/RedfishEndpoints/x3000c0s5b0 doServiceEndpointGetV2 1.190185ms
cray-bss-1                      |   "hosts": [
cray-smd-1                      | 2026/09/16 08:31:32.986757 hmsds-tx-postgres.go:3587: Info: GetServiceEndpointByIDTx([x1025c7s4b4 AccountService]) returned 0 EPs.
cray-bss-1                      |     "x1000c0s6b1n0"
cray-smd-1                      | 2026/09/16 08:31:32.986776 hmsds-tx-postgres.go:3668: Info: GetServiceEndpointByIDTx(): no matches: 
cray-bss-1                      |   ],
cray-smd-1                      | 2026/09/16 08:31:32.986781 hmsds-tx-postgres.go:3619: Info: GetServiceEndpointByIDTx(AccountService,x1025c7s4b4) matched no entry.
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x3000c0s6b0,x3000c0s6b0,/redfish/v1/Managers/1, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 21 complete, xname: x1000c0s5b0n1, FQDN: x1000c0s5b0, URL: '/redfish/v1/Systems/Node1', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s5b0n1,x1000c0s5b0,/redfish/v1/Systems/Node1, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-smd-1                      | 2026/09/16 08:31:32.987048 logger.go:41: GET /hsm/v2/Inventory/ServiceEndpoints/AccountService/RedfishEndpoints/x1025c7s4b4 doServiceEndpointGetV2 1.086874ms
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Task 22 complete, xname: x1000c0s3b1, FQDN: x1000c0s3b1, URL: '/redfish/v1/Managers/BMC', status code: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:532"
cray-smd-1                      | 2026/09/16 08:31:33.001114 hmsds-tx-postgres.go:3587: Info: GetServiceEndpointByIDTx([x1025c7s4b4 EventService]) returned 0 EPs.
cray-power-control-1            | time="2026-09-16T08:35:01Z" level=trace msg="getHWStatesFromHW: Response received from x1000c0s3b1,x1000c0s3b1,/redfish/v1/Managers/BMC, status: 200" func=github.com/Cray-HPE/hms-power-control/internal/domain.getHWStatesFromHW file="/go/src/github.com/Cray-HPE/hms-power-control/internal/domain/power-status.go:536"
cray-smd-1                      | 2026/09/16 08:31:33.001127 hmsds-tx-postgres.go:3668: Info: GetServiceEndpointByIDTx(): no matches: 
cray-bss-1                      |   "params": "console=tty0",
cray-smd-1                      | 2026/09/16 08:31:33.001131 hmsds-tx-postgres.go:3619: Info: GetServiceEndpointByIDTx(EventService,x1025c7s4b4) matched no entry.
cray-capmc-1                    | 2026/09/16 08:39:17 capmcd.go:195: Info: --> 172.18.0.40:48316 HTTP 200 OK POST /capmc/v1/get_xname_status (5.032367ms)
